date,TIMESTAMP_START,TIMESTAMP_END,CO2,CH4,H2O,FC,FCH4,FC_F,FCH4_F,GPP,GPP_F,RECO_F,RECO,G_1_1_1,H,LE,PA,RH,T_SONIC,TA,VPD,ALB,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,TS_5_1_1,TA_ERA5,TS_ERA5,MO_LENGTH,ZL,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WD,WS,WS_MAX,FC_night,FC_night_F
2017-01-01,2017-01-01 11:30:00,2017-01-01 12:00:00,NA,NA,NA,NA,NA,1.16634790769499,11.558044107669,NA,-0.743479361702128,0.422869978723404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38146957446809,-2.45441489361702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-02,2017-01-02 11:15:00,2017-01-02 11:45:00,NA,NA,NA,NA,NA,0.0511334597763334,12.096700508613,NA,0.361384114583333,0.412517770833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313115479166667,-2.31095833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-03,2017-01-03 11:15:00,2017-01-03 11:45:00,NA,NA,NA,NA,NA,0.0881927274272453,12.2450815520051,NA,0.2904803125,0.378672708333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05762916666667,-2.21791875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-04,2017-01-04 11:15:00,2017-01-04 11:45:00,NA,NA,NA,NA,NA,0.3613962093025,10.7431666534863,NA,0.00883727083333333,0.370233479166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.86018833333333,-2.18525625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-05,2017-01-05 11:15:00,2017-01-05 11:45:00,NA,NA,NA,NA,NA,0.597914429471528,9.737674507425,NA,-0.313902083333333,0.2840121875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.3395854166667,-2.20124166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-06,2017-01-06 11:15:00,2017-01-06 11:45:00,NA,NA,NA,NA,NA,0.500448407231343,10.1070205329653,NA,-0.14699795,0.353450333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.5973958333333,-2.36651666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-07,2017-01-07 11:15:00,2017-01-07 11:45:00,NA,NA,NA,NA,NA,0.472925199136574,9.94403471391203,NA,-0.045700084375,0.427225854166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.7863958333333,-2.52511875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-08,2017-01-08 11:15:00,2017-01-08 11:45:00,NA,NA,NA,NA,NA,0.562554902625556,10.5049305413634,NA,-0.0137334166666667,0.548821583333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.68810625,-2.6122625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-09,2017-01-09 11:15:00,2017-01-09 11:45:00,NA,NA,NA,NA,NA,0.64795380024625,9.4330480868449,NA,-0.0669049770833333,0.581048479166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.7485416666667,-2.68439375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-10,2017-01-10 11:15:00,2017-01-10 11:45:00,NA,NA,NA,NA,NA,0.552696767608796,9.7022073278287,NA,0.0450636614583333,0.597760270833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.76475,-2.82738958333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
